# 1.16.2 VA	1.17 VA	entry evidence	prologue
# Generated by scripts/audit-1170-hook-targets.py --promote.
#
# Rows from the signature and code-reference maps that ALSO pass the detour checks:
# the 1.17 destination is a real function ENTRY -- by the image's own forward references,
# by .pdata declaring a function start there, or by .pdata declaring no function that
# CONTAINS it (an unwindless leaf) -- and its first five bytes relocate. Those two facts
# are what a MinHook detour needs and what a signature match does not supply.
#
# THIS FILE IS NOT WIRED INTO THE BUILD, and must not be. er-game-base/build.rs reads it
# as AUDITED_DETOURS and then writes `let _ = AUDITED_DETOURS;`, because entry-and-prologue
# is not SEMANTIC identity: HUD_WEAPON_SLOT_UPDATE (0x8d2110) passes every check here and
# is paired with a 1.17 function sharing 18% of its instruction shape. Feeding these rows
# to the detour table put the 2026-08-29 crash straight back. The detour licence comes from
# the byte comparison in rva-map-1162-to-1170.needed-verified.tsv; this is a reading aid
# for the rows that remain refused.
#
# It also audits addresses carried from rva-map-1162-to-1170.data.tsv, which are GLOBALS.
# A detour verdict on a global is meaningless -- nothing hooks a datum -- so read a row
# here as `the entry/prologue checks say this much`, never as `this may carry a hook`.
#
# This exists because allowing un-audited rows to carry detours cost a boot: on
# 2026-08-29 er-armament-icons installed five of them and the game died at the first
# overlay draw, having lived when the same hooks were refused as unmapped.
0x140250580	0x140250580	2 call, 2 jmp, 0 ptr	6B relocatable
0x140252160	0x140252130	10 call, 1 jmp, 0 ptr	7B relocatable
0x140252f70	0x140252f40	8 call, 4 jmp, 0 ptr	9B relocatable
0x14025f8e0	0x14025f8f0	11 call, 0 jmp, 0 ptr	7B relocatable
0x1402610c0	0x1402610d0	4 call, 1 jmp, 0 ptr	5B relocatable
0x1402a2020	0x1402a2030	1 call, 0 jmp, 0 ptr	5B relocatable
0x1403f0bf0	0x1403f0e20	403 call, 0 jmp, 0 ptr	6B relocatable
0x1403fade0	0x1403fb010	3 call, 0 jmp, 0 ptr	5B relocatable
0x1404fa8e0	0x1404fb6b0	4 call, 0 jmp, 0 ptr	5B relocatable
0x14059c1e0	0x14059d030	no literal reference, but .pdata declares a function entry here	5B relocatable
0x1405eefb0	0x1405efe00	8 call, 0 jmp, 0 ptr	5B relocatable
0x1405f7b70	0x1405f89c0	6 call, 0 jmp, 0 ptr	5B relocatable
0x140614870	0x1406156c0	2 call, 0 jmp, 0 ptr	6B relocatable
0x1406156c0	0x140616510	0 call, 1 jmp, 0 ptr	6B relocatable
0x1406157f0	0x140616640	0 call, 1 jmp, 0 ptr	6B relocatable
0x14061e120	0x14061ef70	64 call, 2 jmp, 0 ptr	5B relocatable
0x140624bd0	0x140625a20	1 call, 0 jmp, 0 ptr	5B relocatable
0x140656920	0x140657770	0 call, 0 jmp, 2 ptr	6B relocatable
0x140658c90	0x140659ae0	10 call, 0 jmp, 0 ptr	11B relocatable
0x1406610e0	0x140661f30	1 call, 0 jmp, 0 ptr	5B relocatable
0x140669af0	0x14066a940	2 call, 0 jmp, 0 ptr	5B relocatable
0x140669ea0	0x14066acf0	10 call, 0 jmp, 0 ptr	8B relocatable
0x14066b1d0	0x14066c020	3 call, 0 jmp, 0 ptr	6B relocatable
0x14066bb10	0x14066c960	1 call, 0 jmp, 0 ptr	5B relocatable
0x140671130	0x140671f80	1 call, 0 jmp, 0 ptr	6B relocatable
0x140671670	0x1406724c0	1 call, 0 jmp, 0 ptr	8B relocatable
0x140671810	0x140672660	3 call, 0 jmp, 0 ptr	8B relocatable
0x140671ce0	0x140672b30	5 call, 0 jmp, 0 ptr	5B relocatable
0x140672560	0x1406733b0	1 call, 0 jmp, 0 ptr	5B relocatable
0x1406726c0	0x140673510	62 call, 0 jmp, 0 ptr	6B relocatable
0x140672e40	0x140673c90	2 call, 1 jmp, 0 ptr	8B relocatable
0x140673e30	0x140674c80	11 call, 0 jmp, 0 ptr	5B relocatable
0x140673f30	0x140674d80	4 call, 0 jmp, 0 ptr	5B relocatable
0x1406758a0	0x1406766f0	46 call, 0 jmp, 0 ptr	5B relocatable
0x140678a50	0x1406798a0	1 call, 0 jmp, 0 ptr	6B relocatable
0x140678e00	0x140679c50	1 call, 0 jmp, 0 ptr	9B relocatable
0x140679180	0x140679fd0	5 call, 0 jmp, 0 ptr	5B relocatable
0x140679340	0x14067a190	7 call, 0 jmp, 0 ptr	7B relocatable
0x1406794b0	0x14067a300	1 call, 0 jmp, 0 ptr	9B relocatable
0x140679510	0x14067a360	2 call, 0 jmp, 0 ptr	9B relocatable
0x14067a050	0x14067aea0	1 call, 0 jmp, 0 ptr	7B relocatable
0x14067a3a0	0x14067b1f0	1 call, 2 jmp, 0 ptr	11B relocatable
0x14067a420	0x14067b270	6 call, 2 jmp, 0 ptr	6B relocatable
0x14067a520	0x14067b370	5 call, 4 jmp, 0 ptr	7B relocatable
0x14067abd0	0x14067ba20	11 call, 0 jmp, 0 ptr	6B relocatable
0x14067b030	0x14067be80	1 call, 0 jmp, 0 ptr	11B relocatable
0x14067b100	0x14067bf50	4 call, 0 jmp, 0 ptr	6B relocatable
0x14067b1a0	0x14067bff0	0 call, 1 jmp, 0 ptr	6B relocatable
0x14067b200	0x14067c050	2 call, 0 jmp, 0 ptr	6B relocatable
0x14067b290	0x14067c0e0	1 call, 0 jmp, 0 ptr	11B relocatable
0x14067b4e0	0x14067c330	1 call, 0 jmp, 0 ptr	6B relocatable
0x14067b570	0x14067c3c0	3 call, 0 jmp, 0 ptr	11B relocatable
0x14067b750	0x14067c5a0	2 call, 0 jmp, 0 ptr	5B relocatable
0x14067b940	0x14067c790	1 call, 0 jmp, 0 ptr	7B relocatable
0x14067bc10	0x14067ca60	1 call, 0 jmp, 0 ptr	11B relocatable
0x14067bd70	0x14067cbc0	2 call, 1 jmp, 0 ptr	7B relocatable
0x14067dc00	0x14067ea50	3 call, 1 jmp, 0 ptr	5B relocatable
0x140682480	0x1406832d0	138 call, 113 jmp, 0 ptr	13B relocatable
0x1406fb520	0x1406fc370	2 call, 0 jmp, 0 ptr	9B relocatable
0x14071fd60	0x140720bb0	19 call, 0 jmp, 0 ptr	5B relocatable
0x140720210	0x140721060	25 call, 0 jmp, 0 ptr	6B relocatable
0x140733150	0x140733fa0	145 call, 0 jmp, 0 ptr	7B relocatable
0x140733340	0x140734190	630 call, 27 jmp, 0 ptr	6B relocatable
0x140733d70	0x140734bc0	7 call, 0 jmp, 0 ptr	9B relocatable
0x140733ef0	0x140734d40	22 call, 2 jmp, 0 ptr	9B relocatable
0x140736c90	0x140737ae0	4 call, 0 jmp, 0 ptr	5B relocatable
0x140738dc0	0x140739c10	37 call, 0 jmp, 0 ptr	5B relocatable
0x14073bc10	0x14073ca60	7 call, 0 jmp, 0 ptr	5B relocatable
0x14073d3e0	0x14073e230	8 call, 0 jmp, 0 ptr	5B relocatable
0x140742c90	0x140743ae0	266 call, 187 jmp, 0 ptr	5B relocatable
0x140744a60	0x1407458b0	351 call, 0 jmp, 0 ptr	5B relocatable
0x140744dd0	0x140745c20	3 call, 0 jmp, 0 ptr	9B relocatable
0x1407451c0	0x140746010	11 call, 0 jmp, 0 ptr	5B relocatable
0x140745510	0x140746360	0 call, 0 jmp, 1 ptr	5B relocatable
0x140746a00	0x140747850	1 call, 0 jmp, 0 ptr	5B relocatable
0x140746e80	0x140747cd0	1 call, 0 jmp, 108 ptr	5B relocatable
0x140747980	0x1407487d0	9 call, 0 jmp, 0 ptr	5B relocatable
0x1407499e0	0x14074a830	76 call, 10 jmp, 0 ptr	5B relocatable
0x140749b20	0x14074a970	36 call, 4 jmp, 0 ptr	5B relocatable
0x14074a000	0x14074ae50	226 call, 5 jmp, 0 ptr	6B relocatable
0x14074a2f0	0x14074b140	1295 call, 0 jmp, 0 ptr	5B relocatable
0x14074a700	0x14074b550	1 call, 0 jmp, 0 ptr	5B relocatable
0x14074bcc0	0x14074cb10	60 call, 0 jmp, 0 ptr	12B relocatable
0x14074dad0	0x14074e920	1 call, 1 jmp, 0 ptr	6B relocatable
0x14074db60	0x14074e9b0	2 call, 0 jmp, 0 ptr	8B relocatable
0x140757af0	0x140758940	31 call, 0 jmp, 0 ptr	5B relocatable
0x140757c70	0x140758ac0	2 call, 0 jmp, 0 ptr	5B relocatable
0x14075f800	0x140760650	18 call, 0 jmp, 0 ptr	5B relocatable
0x140760790	0x1407615e0	144 call, 0 jmp, 1 ptr	11B relocatable
0x140762d50	0x140763ba0	80 call, 0 jmp, 1 ptr	5B relocatable
0x1407633d0	0x140764220	25 call, 0 jmp, 0 ptr	5B relocatable
0x1407638b0	0x140764700	5 call, 0 jmp, 0 ptr	5B relocatable
0x140786430	0x1407872b0	1 call, 0 jmp, 0 ptr	6B relocatable
0x140786810	0x140787690	5 call, 0 jmp, 0 ptr	12B relocatable
0x140787c30	0x140788ab0	4 call, 0 jmp, 0 ptr	5B relocatable
0x140788360	0x1407891e0	1 call, 0 jmp, 0 ptr	5B relocatable
0x140788a90	0x140789910	6 call, 0 jmp, 0 ptr	5B relocatable
0x140788cf0	0x140789b70	1 call, 1 jmp, 0 ptr	5B relocatable
0x14078d2c0	0x14078e140	1 call, 0 jmp, 0 ptr	11B relocatable
0x14078dfd0	0x14078ee50	0 call, 2 jmp, 11 ptr	6B relocatable
0x14078e030	0x14078eeb0	6 call, 0 jmp, 14 ptr	9B relocatable
0x14078eea0	0x14078fd20	0 call, 0 jmp, 1 ptr	11B relocatable
0x1407931e0	0x140794060	0 call, 0 jmp, 1 ptr	5B relocatable
0x14079d700	0x14079e580	1 call, 0 jmp, 0 ptr	6B relocatable
0x14079f690	0x1407a0510	2 call, 0 jmp, 0 ptr	7B relocatable
0x1407a04f0	0x1407a1370	5 call, 0 jmp, 0 ptr	5B relocatable
0x1407a7b60	0x1407a89e0	1212 call, 0 jmp, 0 ptr	5B relocatable
0x1407a7bb0	0x1407a8a30	469 call, 0 jmp, 0 ptr	5B relocatable
0x1407a90f0	0x1407a9f70	3 call, 0 jmp, 0 ptr	7B relocatable
0x1407a9250	0x1407aa0d0	140 call, 0 jmp, 0 ptr	5B relocatable
0x1407a9460	0x1407aa2e0	54 call, 0 jmp, 0 ptr	5B relocatable
0x1407a9560	0x1407aa3e0	35 call, 0 jmp, 0 ptr	5B relocatable
0x1407a9600	0x1407aa480	41 call, 0 jmp, 0 ptr	5B relocatable
0x1407aa1f0	0x1407ab070	0 call, 0 jmp, 82 ptr	5B relocatable
0x1407ac720	0x1407ad5a0	1 call, 3 jmp, 0 ptr	5B relocatable
0x1407ac890	0x1407ad710	1 call, 1 jmp, 0 ptr	6B relocatable
0x1407ac8c0	0x1407ad740	9 call, 0 jmp, 0 ptr	6B relocatable
0x1407acb00	0x1407ad980	30 call, 0 jmp, 0 ptr	6B relocatable
0x1407acf80	0x1407ade00	8 call, 0 jmp, 0 ptr	6B relocatable
0x1407ad1c0	0x1407ae040	0 call, 0 jmp, 2 ptr	5B relocatable
0x1407ad710	0x1407ae590	16 call, 0 jmp, 0 ptr	5B relocatable
0x1407ad810	0x1407ae690	no literal reference, but .pdata declares a function entry here	11B relocatable
0x1407ada40	0x1407ae8c0	5 call, 0 jmp, 0 ptr	9B relocatable
0x1407af730	0x1407b05b0	18 call, 0 jmp, 0 ptr	11B relocatable
0x1407b0140	0x1407b0fc0	19 call, 17 jmp, 0 ptr	5B relocatable
0x1407b10f0	0x1407b1f70	12 call, 0 jmp, 0 ptr	5B relocatable
0x1407b1900	0x1407b2780	7 call, 0 jmp, 0 ptr	9B relocatable
0x1407b1c70	0x1407b2af0	7 call, 0 jmp, 0 ptr	11B relocatable
0x1407ee1f0	0x1407ef070	2 call, 0 jmp, 0 ptr	5B relocatable
0x140801bc0	0x140802a40	no literal reference, but .pdata declares a function entry here	7B relocatable
0x140801d50	0x140802bd0	no literal reference, but .pdata declares a function entry here	5B relocatable
0x14081be30	0x14081ccb0	4 call, 0 jmp, 0 ptr	5B relocatable
0x14081d220	0x14081e0a0	no literal reference, but .pdata declares a function entry here	6B relocatable
0x14081d3d0	0x14081e250	no literal reference, but .pdata declares a function entry here	5B relocatable
0x14081ead0	0x14081f950	0 call, 1 jmp, 0 ptr	5B relocatable
0x14081f6f0	0x140820570	1 call, 0 jmp, 0 ptr	11B relocatable
0x14081f8d0	0x140820750	2 call, 0 jmp, 0 ptr	9B relocatable
0x14081f9f0	0x140820870	1 call, 0 jmp, 0 ptr	11B relocatable
0x140821310	0x140822190	0 call, 0 jmp, 1 ptr	6B relocatable
0x140826510	0x140827500	2 call, 0 jmp, 0 ptr	5B relocatable
0x140826d50	0x140827d40	0 call, 0 jmp, 1 ptr	5B relocatable
0x140826e10	0x140827e00	0 call, 0 jmp, 1 ptr	5B relocatable
0x14082ba80	0x14082ca70	no literal reference, but .pdata declares a function entry here	6B relocatable
0x14082bac0	0x14082cab0	no literal reference, but .pdata declares a function entry here	6B relocatable
0x14082bb00	0x14082caf0	no literal reference, but .pdata declares a function entry here	6B relocatable
0x14082c240	0x14082d230	no literal reference, but .pdata declares a function entry here	6B relocatable
0x14082cb00	0x14082daf0	0 call, 1 jmp, 0 ptr	6B relocatable
0x14082dbf0	0x14082ebe0	1 call, 0 jmp, 0 ptr	5B relocatable
0x14082faf0	0x140830ae0	1 call, 0 jmp, 0 ptr	8B relocatable
0x1408349c0	0x1408359b0	0 call, 0 jmp, 1 ptr	5B relocatable
0x14083ac60	0x14083bc50	3 call, 0 jmp, 0 ptr	5B relocatable
0x1408486e0	0x1408496d0	11 call, 0 jmp, 0 ptr	5B relocatable
0x140849880	0x14084a870	5 call, 0 jmp, 0 ptr	5B relocatable
0x1408752c0	0x1408762b0	1 call, 0 jmp, 0 ptr	11B relocatable
0x140875590	0x140876580	6 call, 0 jmp, 0 ptr	5B relocatable
0x1408757e0	0x1408767d0	1 call, 0 jmp, 1 ptr	7B relocatable
0x140876140	0x140877130	8 call, 0 jmp, 0 ptr	7B relocatable
0x1408855b0	0x1408865a0	1 call, 0 jmp, 0 ptr	6B relocatable
0x140885ed0	0x140886ec0	3 call, 0 jmp, 0 ptr	5B relocatable
0x140888aa0	0x140889a90	2 call, 0 jmp, 0 ptr	6B relocatable
0x14088b7b0	0x14088c7a0	1 call, 0 jmp, 0 ptr	6B relocatable
0x14088bac0	0x14088cab0	2 call, 1 jmp, 0 ptr	5B relocatable
0x14088be50	0x14088ce40	4 call, 0 jmp, 0 ptr	5B relocatable
0x1408d0900	0x1408d1aa0	1 call, 0 jmp, 0 ptr	5B relocatable
0x1408d1d00	0x1408d2ea0	4 call, 0 jmp, 0 ptr	11B relocatable
0x1408d1e30	0x1408d2fd0	4 call, 0 jmp, 0 ptr	8B relocatable
0x1408d2110	0x1408d32b0	4 call, 0 jmp, 0 ptr	5B relocatable
0x1408d54a0	0x1408d6640	1 call, 0 jmp, 0 ptr	7B relocatable
0x1408d6430	0x1408d75d0	0 call, 0 jmp, 1 ptr	5B relocatable
0x1408f13b0	0x1408f2550	4 call, 0 jmp, 0 ptr	9B relocatable
0x1408ff470	0x140900610	4 call, 0 jmp, 0 ptr	6B relocatable
0x1409060d0	0x140907270	1 call, 0 jmp, 0 ptr	6B relocatable
0x14090a0a0	0x14090b240	0 call, 0 jmp, 1 ptr	11B relocatable
0x14090a0c0	0x14090b260	0 call, 0 jmp, 1 ptr	11B relocatable
0x14090a300	0x14090b4a0	2 call, 0 jmp, 0 ptr	8B relocatable
0x14090a6b0	0x14090b850	1 call, 0 jmp, 1 ptr	6B relocatable
0x140920c90	0x140921e30	5 call, 0 jmp, 0 ptr	5B relocatable
0x1409275b0	0x140928750	6 call, 0 jmp, 0 ptr	5B relocatable
0x140927ba0	0x140928d40	1 call, 0 jmp, 4 ptr	6B relocatable
0x140927d30	0x140928ed0	1 call, 0 jmp, 5 ptr	6B relocatable
0x14093b760	0x14093c900	1 call, 0 jmp, 0 ptr	5B relocatable
0x14093bab0	0x14093cc50	1 call, 0 jmp, 0 ptr	11B relocatable
0x140951220	0x1409523c0	0 call, 1 jmp, 0 ptr	9B relocatable
0x140958910	0x140959ab0	no literal reference, but .pdata declares a function entry here	5B relocatable
0x1409749f0	0x140975b90	0 call, 0 jmp, 1 ptr	11B relocatable
0x140974b00	0x140975ca0	1 call, 0 jmp, 0 ptr	5B relocatable
0x1409a4670	0x1409a5810	0 call, 0 jmp, 1 ptr	6B relocatable
0x1409a4d90	0x1409a5f30	0 call, 0 jmp, 1 ptr	6B relocatable
0x1409a4ed0	0x1409a6070	no literal reference, but .pdata declares a function entry here	11B relocatable
0x1409a6180	0x1409a7320	2 call, 0 jmp, 0 ptr	5B relocatable
0x1409a62a0	0x1409a7440	2 call, 0 jmp, 0 ptr	7B relocatable
0x1409a8890	0x1409a9a30	1 call, 0 jmp, 0 ptr	5B relocatable
0x1409a8eb0	0x1409aa050	1 call, 0 jmp, 0 ptr	5B relocatable
0x1409aa290	0x1409ab430	1 call, 0 jmp, 0 ptr	5B relocatable
0x1409aa680	0x1409ab820	2 call, 0 jmp, 0 ptr	5B relocatable
0x1409aaba0	0x1409abd40	0 call, 0 jmp, 1 ptr	5B relocatable
0x1409aac10	0x1409abdb0	0 call, 0 jmp, 1 ptr	5B relocatable
0x1409ac760	0x1409ad9b0	1 call, 0 jmp, 0 ptr	6B relocatable
0x1409b24e0	0x1409b3730	2 call, 2 jmp, 0 ptr	6B relocatable
0x1409b2db0	0x1409b4000	2 call, 0 jmp, 0 ptr	5B relocatable
0x1409b2f00	0x1409b4150	no literal reference, but .pdata declares a function entry here	6B relocatable
0x1409b3070	0x1409b42c0	1 call, 0 jmp, 0 ptr	5B relocatable
0x1409b49f0	0x1409b5c40	1 call, 0 jmp, 0 ptr	5B relocatable
0x1409b5970	0x1409b6bc0	1 call, 0 jmp, 0 ptr	6B relocatable
0x1409b6070	0x1409b72c0	0 call, 1 jmp, 0 ptr	5B relocatable
0x1409b6140	0x1409b7390	0 call, 1 jmp, 0 ptr	11B relocatable
0x1409b6b30	0x1409b7d80	1 call, 1 jmp, 0 ptr	5B relocatable
0x1409b72b0	0x1409b8500	0 call, 0 jmp, 1 ptr	6B relocatable
0x140a9cca0	0x140a9dfa0	1 call, 0 jmp, 0 ptr	7B relocatable
0x140aebdc0	0x140aed0d0	5 call, 0 jmp, 0 ptr	5B relocatable
0x140aec050	0x140aed360	no literal reference, but .pdata declares a function entry here	6B relocatable
0x140aec120	0x140aed430	no literal reference, but .pdata declares a function entry here	5B relocatable
0x140aec570	0x140aed880	no literal reference, but .pdata declares a function entry here	5B relocatable
0x140aec720	0x140aeda30	no literal reference, but .pdata declares a function entry here	5B relocatable
0x140aecc10	0x140aedf20	no literal reference, but .pdata declares a function entry here	7B relocatable
0x140aed380	0x140aee690	1 call, 0 jmp, 0 ptr	5B relocatable
0x140aed820	0x140aeeb30	1 call, 0 jmp, 0 ptr	6B relocatable
0x140af1800	0x140af2b10	no literal reference, but .pdata declares a function entry here	6B relocatable
0x140af5a20	0x140af6d30	no literal reference, but .pdata declares a function entry here	5B relocatable
0x140af7cf0	0x140af9000	no literal reference, but .pdata declares a function entry here	5B relocatable
0x140af9cf0	0x140afb010	no literal reference, but .pdata declares a function entry here	6B relocatable
0x140afa6d0	0x140afb9f0	1 call, 0 jmp, 0 ptr	6B relocatable
0x140afb880	0x140afcba0	1 call, 0 jmp, 0 ptr	5B relocatable
0x140afbad0	0x140afcdf0	1 call, 0 jmp, 0 ptr	6B relocatable
0x140afc160	0x140afd480	1 call, 0 jmp, 0 ptr	5B relocatable
0x140aff640	0x140b00ad0	no literal reference, but .pdata declares a function entry here	5B relocatable
0x140b0a1f0	0x140b0b890	no literal reference, but .pdata declares a function entry here	8B relocatable
0x140b0a980	0x140b0c020	2 call, 3 jmp, 0 ptr	6B relocatable
0x140b0c2a0	0x140b0d940	no literal reference, but .pdata declares a function entry here	9B relocatable
0x140b0d400	0x140b0eaa0	no literal reference, but .pdata declares a function entry here	8B relocatable
0x140b0d960	0x140b0f000	10 call, 4 jmp, 0 ptr	6B relocatable
0x140b0e180	0x140b0f820	0 call, 0 jmp, 1 ptr	6B relocatable
0x140b83680	0x140b84d30	3 call, 0 jmp, 0 ptr	5B relocatable
0x140bb8ca0	0x140bba350	1 call, 0 jmp, 0 ptr	7B relocatable
0x140bba210	0x140bbb8c0	9 call, 0 jmp, 0 ptr	8B relocatable
0x140bba460	0x140bbbb10	1 call, 2 jmp, 0 ptr	7B relocatable
0x140bba6e0	0x140bbbd90	no literal reference, but .pdata declares a function entry here	5B relocatable
0x140bba730	0x140bbbde0	no literal reference, but .pdata declares a function entry here	8B relocatable
0x140bbbd90	0x140bbd440	1 call, 0 jmp, 0 ptr	9B relocatable
0x140bbe1a0	0x140bbf870	1 call, 0 jmp, 0 ptr	5B relocatable
0x140bbe390	0x140bbfa60	1 call, 0 jmp, 0 ptr	7B relocatable
0x140bdd570	0x140bdec40	2 call, 0 jmp, 0 ptr	6B relocatable
0x140bddfe0	0x140bdf6b0	4 call, 0 jmp, 0 ptr	5B relocatable
0x140bdec90	0x140be0360	2 call, 0 jmp, 0 ptr	6B relocatable
0x140bdf610	0x140be0ce0	2 call, 1 jmp, 0 ptr	5B relocatable
0x140bdfde0	0x140be14b0	2 call, 1 jmp, 0 ptr	6B relocatable
0x140be4880	0x140be5f50	10 call, 0 jmp, 0 ptr	5B relocatable
0x140c575e0	0x140c58cb0	0 call, 0 jmp, 1 ptr	5B relocatable
0x140cab230	0x140cac900	29 call, 0 jmp, 0 ptr	11B relocatable
0x140cafc30	0x140cb1300	7 call, 1 jmp, 0 ptr	5B relocatable
0x140cf9500	0x140cfabd0	61 call, 122 jmp, 0 ptr	5B relocatable
0x140cfae60	0x140cfc530	24 call, 0 jmp, 0 ptr	11B relocatable
0x140cfaff0	0x140cfc6c0	37 call, 0 jmp, 0 ptr	11B relocatable
0x140d0fda0	0x140d11470	1 call, 2 jmp, 0 ptr	5B relocatable
0x140d0ff70	0x140d11640	no literal reference, but .pdata declares a function entry here	5B relocatable
0x140d103d0	0x140d11aa0	0 call, 1 jmp, 0 ptr	5B relocatable
0x140d10600	0x140d11cd0	2 call, 2 jmp, 0 ptr	5B relocatable
0x140d10b60	0x140d12230	2 call, 0 jmp, 0 ptr	5B relocatable
0x140d10d90	0x140d12460	0 call, 1 jmp, 0 ptr	5B relocatable
0x140d11370	0x140d12a40	1 call, 1 jmp, 0 ptr	5B relocatable
0x140d25c30	0x140d27340	4 call, 0 jmp, 0 ptr	6B relocatable
0x140d3d5f0	0x140d3ed40	1 call, 0 jmp, 0 ptr	6B relocatable
0x140d3ed90	0x140d404e0	1 call, 0 jmp, 0 ptr	6B relocatable
0x140d50cc0	0x140d52a00	16 call, 0 jmp, 0 ptr	6B relocatable
0x140d697d0	0x140d6b510	1 call, 0 jmp, 0 ptr	8B relocatable
0x140d78630	0x140d7a370	1 call, 0 jmp, 0 ptr	5B relocatable
0x140d7f850	0x140d81590	2121 call, 2383 jmp, 0 ptr	5B relocatable
0x140d81970	0x140d836b0	3 call, 0 jmp, 0 ptr	6B relocatable
0x140d81fb0	0x140d83cf0	11 call, 0 jmp, 0 ptr	6B relocatable
0x140d82570	0x140d842b0	9 call, 0 jmp, 0 ptr	7B relocatable
0x140d83e20	0x140d85b60	19 call, 0 jmp, 0 ptr	7B relocatable
0x140d84090	0x140d85dd0	6 call, 0 jmp, 0 ptr	5B relocatable
0x140d844d0	0x140d86210	0 call, 1 jmp, 0 ptr	5B relocatable
0x140d95280	0x140d96fc0	11 call, 0 jmp, 0 ptr	5B relocatable
0x140e05fb0	0x140e07db0	1 call, 1 jmp, 0 ptr	6B relocatable
0x140e06490	0x140e08290	1 call, 0 jmp, 0 ptr	5B relocatable
0x140e0e680	0x140e10480	5 call, 0 jmp, 0 ptr	11B relocatable
0x140e56310	0x140e58110	2 call, 1 jmp, 0 ptr	6B relocatable
0x140e6e430	0x140e70230	2 call, 0 jmp, 0 ptr	6B relocatable
